TYPE	INSTANCE	DEVICE_TYPE	DEVICE_NAME	NAME	VALUE
tikv	10.0.1.38:20160	disk	/dev/sda1	total	483632488448
tikv	10.0.1.38:20160	disk	/dev/sda1	free	454516256768
tikv	10.0.1.38:20160	disk	/dev/sda1	used	29116231680
tikv	10.0.1.38:20160	disk	/dev/sda1	free-percent	0.94
tikv	10.0.1.38:20160	disk	/dev/sda1	used-percent	0.06
tikv	10.0.1.38:20160	disk	/dev/sda15	type	SSD
tikv	10.0.1.38:20160	disk	/dev/sda15	fstype	vfat
tikv	10.0.1.38:20160	disk	/dev/sda15	path	/boot/efi
tikv	10.0.1.38:20160	disk	/dev/sda15	total	264281088
tikv	10.0.1.38:20160	disk	/dev/sda15	free	264136192
tikv	10.0.1.38:20160	disk	/dev/sda15	used	144896
tikv	10.0.1.38:20160	disk	/dev/sda15	free-percent	1.00
tikv	10.0.1.38:20160	disk	/dev/sda15	used-percent	0.00
tikv	10.0.1.38:20160	memory	memory	capacity	24592850944
tikv	10.0.1.38:20160	net	enp7s0	mac	86:00:00:62:12:53
tikv	10.0.1.38:20160	net	enp7s0	flag	69699
tikv	10.0.1.38:20160	net	enp7s0	index	3
tikv	10.0.1.38:20160	net	enp7s0	is-up	true
tikv	10.0.1.38:20160	net	enp7s0	is-broadcast	true
tikv	10.0.1.38:20160	net	enp7s0	is-multicast	true
tikv	10.0.1.38:20160	net	enp7s0	is-loopback	false
tikv	10.0.1.38:20160	net	enp7s0	is-point-to-point	false
tikv	10.0.1.38:20160	net	enp7s0	ip	10.0.1.38/32
tikv	10.0.1.38:20160	net	enp7s0	ip	fe80::8400:ff:fe62:1253/64
tikv	10.0.1.38:20160	net	eth0	mac	92:00:07:a1:bc:86
tikv	10.0.1.38:20160	net	eth0	flag	69699
tikv	10.0.1.38:20160	net	eth0	index	2
tikv	10.0.1.38:20160	net	eth0	is-up	true
tikv	10.0.1.38:20160	net	eth0	is-broadcast	true
tikv	10.0.1.38:20160	net	eth0	is-multicast	true
tikv	10.0.1.38:20160	net	eth0	is-loopback	false
tikv	10.0.1.38:20160	net	eth0	is-point-to-point	false
tikv	10.0.1.38:20160	net	eth0	ip	100.64.150.158/32
tikv	10.0.1.38:20160	net	eth0	ip	2a01:4f8:1c18:c864::1/64
tikv	10.0.1.38:20160	net	eth0	ip	fe80::9000:7ff:fea1:bc86/64
tikv	10.0.1.38:20160	net	lo	mac	00:00:00:00:00:00
tikv	10.0.1.38:20160	net	lo	flag	65609
tikv	10.0.1.38:20160	net	lo	index	1
tikv	10.0.1.38:20160	net	lo	is-up	true
tikv	10.0.1.38:20160	net	lo	is-broadcast	false
tikv	10.0.1.38:20160	net	lo	is-multicast	false
tikv	10.0.1.38:20160	net	lo	is-loopback	true
tikv	10.0.1.38:20160	net	lo	is-point-to-point	false
tikv	10.0.1.38:20160	net	lo	ip	127.0.0.1/8
tikv	10.0.1.38:20160	net	lo	ip	::1/128
tikv	10.0.1.29:20160	cpu	cpu	cpu-logical-cores	12
tikv	10.0.1.29:20160	cpu	cpu	cpu-physical-cores	12
tikv	10.0.1.29:20160	cpu	cpu	cpu-frequency	0MHz
tikv	10.0.1.29:20160	cpu	cpu	cpu-vendor-id	AuthenticAMD
tikv	10.0.1.29:20160	cpu	cpu	cpu-arch	amd64
tikv	10.0.1.29:20160	cpu	cpu	l1-cache-size	32768
tikv	10.0.1.29:20160	cpu	cpu	l1-cache-line-size	64
tikv	10.0.1.29:20160	cpu	cpu	l2-cache-size	1048576
tikv	10.0.1.29:20160	cpu	cpu	l2-cache-line-size	64
tikv	10.0.1.29:20160	cpu	cpu	l3-cache-size	33554432
tikv	10.0.1.29:20160	cpu	cpu	l3-cache-line-size	64
tikv	10.0.1.29:20160	disk	/dev/sda1	type	SSD
tikv	10.0.1.29:20160	disk	/dev/sda1	fstype	ext4
tikv	10.0.1.29:20160	disk	/dev/sda1	path	/
tikv	10.0.1.29:20160	disk	/dev/sda1	total	483632488448
tikv	10.0.1.29:20160	disk	/dev/sda1	free	454640451584
tikv	10.0.1.29:20160	disk	/dev/sda1	used	28992036864
tikv	10.0.1.29:20160	disk	/dev/sda1	free-percent	0.94
tikv	10.0.1.29:20160	disk	/dev/sda1	used-percent	0.06
tikv	10.0.1.29:20160	disk	/dev/sda15	type	SSD
tikv	10.0.1.29:20160	disk	/dev/sda15	fstype	vfat
tikv	10.0.1.29:20160	disk	/dev/sda15	path	/boot/efi
tikv	10.0.1.29:20160	disk	/dev/sda15	total	264281088
tikv	10.0.1.29:20160	disk	/dev/sda15	free	264136192
tikv	10.0.1.29:20160	disk	/dev/sda15	used	144896
tikv	10.0.1.29:20160	disk	/dev/sda15	free-percent	1.00
tikv	10.0.1.29:20160	disk	/dev/sda15	used-percent	0.00
tikv	10.0.1.29:20160	memory	memory	capacity	24592850944
tikv	10.0.1.29:20160	net	enp7s0	mac	86:00:00:62:12:4a
tikv	10.0.1.29:20160	net	enp7s0	flag	69699
tikv	10.0.1.29:20160	net	enp7s0	index	3
tikv	10.0.1.29:20160	net	enp7s0	is-up	true
tikv	10.0.1.29:20160	net	enp7s0	is-broadcast	true
tikv	10.0.1.29:20160	net	enp7s0	is-multicast	true
tikv	10.0.1.29:20160	net	enp7s0	is-loopback	false
tikv	10.0.1.29:20160	net	enp7s0	is-point-to-point	false
tikv	10.0.1.29:20160	net	enp7s0	ip	10.0.1.29/32
tikv	10.0.1.29:20160	net	enp7s0	ip	fe80::8400:ff:fe62:124a/64
tikv	10.0.1.29:20160	net	eth0	mac	92:00:07:a1:bc:85
tikv	10.0.1.29:20160	net	eth0	flag	69699
tikv	10.0.1.29:20160	net	eth0	index	2
tikv	10.0.1.29:20160	net	eth0	is-up	true
tikv	10.0.1.29:20160	net	eth0	is-broadcast	true
tikv	10.0.1.29:20160	net	eth0	is-multicast	true
tikv	10.0.1.29:20160	net	eth0	is-loopback	false
tikv	10.0.1.29:20160	net	eth0	is-point-to-point	false
tikv	10.0.1.29:20160	net	eth0	ip	100.64.150.219/32
tikv	10.0.1.29:20160	net	eth0	ip	2a01:4f8:1c18:9d94::1/64
tikv	10.0.1.29:20160	net	eth0	ip	fe80::9000:7ff:fea1:bc85/64
tikv	10.0.1.29:20160	net	lo	mac	00:00:00:00:00:00
tikv	10.0.1.29:20160	net	lo	flag	65609
tikv	10.0.1.29:20160	net	lo	index	1
tikv	10.0.1.29:20160	net	lo	is-up	true
tikv	10.0.1.29:20160	net	lo	is-broadcast	false
tikv	10.0.1.29:20160	net	lo	is-multicast	false
tikv	10.0.1.29:20160	net	lo	is-loopback	true
tikv	10.0.1.29:20160	net	lo	is-point-to-point	false
tikv	10.0.1.29:20160	net	lo	ip	127.0.0.1/8
tikv	10.0.1.29:20160	net	lo	ip	::1/128
tikv	10.0.1.27:20160	cpu	cpu	cpu-logical-cores	12
tikv	10.0.1.27:20160	cpu	cpu	cpu-physical-cores	12
tikv	10.0.1.27:20160	cpu	cpu	cpu-frequency	0MHz
tikv	10.0.1.27:20160	cpu	cpu	cpu-vendor-id	AuthenticAMD
tikv	10.0.1.27:20160	cpu	cpu	cpu-arch	amd64
tikv	10.0.1.27:20160	cpu	cpu	l1-cache-size	32768
tikv	10.0.1.27:20160	cpu	cpu	l1-cache-line-size	64
tikv	10.0.1.27:20160	cpu	cpu	l2-cache-size	1048576
tikv	10.0.1.27:20160	cpu	cpu	l2-cache-line-size	64
tikv	10.0.1.27:20160	cpu	cpu	l3-cache-size	33554432
tikv	10.0.1.27:20160	cpu	cpu	l3-cache-line-size	64
tikv	10.0.1.27:20160	disk	/dev/sda1	type	SSD
tikv	10.0.1.27:20160	disk	/dev/sda1	fstype	ext4
tikv	10.0.1.27:20160	disk	/dev/sda1	path	/
tikv	10.0.1.27:20160	disk	/dev/sda1	total	483632488448
tikv	10.0.1.27:20160	disk	/dev/sda1	free	454451867648
tikv	10.0.1.27:20160	disk	/dev/sda1	used	29180620800
tikv	10.0.1.27:20160	disk	/dev/sda1	free-percent	0.94
tikv	10.0.1.27:20160	disk	/dev/sda1	used-percent	0.06
tikv	10.0.1.27:20160	disk	/dev/sda15	type	SSD
tikv	10.0.1.27:20160	disk	/dev/sda15	fstype	vfat
tikv	10.0.1.27:20160	disk	/dev/sda15	path	/boot/efi
tikv	10.0.1.27:20160	disk	/dev/sda15	total	264281088
tikv	10.0.1.27:20160	disk	/dev/sda15	free	264136192
tikv	10.0.1.27:20160	disk	/dev/sda15	used	144896
tikv	10.0.1.27:20160	disk	/dev/sda15	free-percent	1.00
tikv	10.0.1.27:20160	disk	/dev/sda15	used-percent	0.00
tikv	10.0.1.27:20160	memory	memory	capacity	24592846848
tikv	10.0.1.27:20160	net	enp7s0	mac	86:00:00:62:12:58
tikv	10.0.1.27:20160	net	enp7s0	flag	69699
tikv	10.0.1.27:20160	net	enp7s0	index	3
tikv	10.0.1.27:20160	net	enp7s0	is-up	true
tikv	10.0.1.27:20160	net	enp7s0	is-broadcast	true
tikv	10.0.1.27:20160	net	enp7s0	is-multicast	true
tikv	10.0.1.27:20160	net	enp7s0	is-loopback	false
tikv	10.0.1.27:20160	net	enp7s0	is-point-to-point	false
tikv	10.0.1.27:20160	net	enp7s0	ip	10.0.1.27/32
tikv	10.0.1.27:20160	net	enp7s0	ip	fe80::8400:ff:fe62:1258/64
tikv	10.0.1.27:20160	net	eth0	mac	92:00:07:a1:bc:74
tikv	10.0.1.27:20160	net	eth0	flag	69699
tikv	10.0.1.27:20160	net	eth0	index	2
tikv	10.0.1.27:20160	net	eth0	is-up	true
tikv	10.0.1.27:20160	net	eth0	is-broadcast	true
tikv	10.0.1.27:20160	net	eth0	is-multicast	true
tikv	10.0.1.27:20160	net	eth0	is-loopback	false
tikv	10.0.1.27:20160	net	eth0	is-point-to-point	false
tikv	10.0.1.27:20160	net	eth0	ip	100.64.176.20/32
tikv	10.0.1.27:20160	net	eth0	ip	2a01:4f8:1c18:976e::1/64
tikv	10.0.1.27:20160	net	eth0	ip	fe80::9000:7ff:fea1:bc74/64
tikv	10.0.1.27:20160	net	lo	mac	00:00:00:00:00:00
tikv	10.0.1.27:20160	net	lo	flag	65609
tikv	10.0.1.27:20160	net	lo	index	1
tikv	10.0.1.27:20160	net	lo	is-up	true
tikv	10.0.1.27:20160	net	lo	is-broadcast	false
tikv	10.0.1.27:20160	net	lo	is-multicast	false
tikv	10.0.1.27:20160	net	lo	is-loopback	true
