 table_name | shardid |   shard_name    | citus_table_type | colocation_id | nodename  | nodeport | shard_size 
 lineitem   |  102184 | lineitem_102184 | distributed      |             2 | 10.0.1.35 |     5432 |  990707712
 lineitem   |  102185 | lineitem_102185 | distributed      |             2 | 10.0.1.36 |     5432 |  992526336
 lineitem   |  102186 | lineitem_102186 | distributed      |             2 | 10.0.1.37 |     5432 |  991944704
 lineitem   |  102187 | lineitem_102187 | distributed      |             2 | 10.0.1.38 |     5432 |  991305728
 lineitem   |  102188 | lineitem_102188 | distributed      |             2 | 10.0.1.39 |     5432 |  990748672
 lineitem   |  102189 | lineitem_102189 | distributed      |             2 | 10.0.1.21 |     5432 |  991338496
 lineitem   |  102190 | lineitem_102190 | distributed      |             2 | 10.0.1.22 |     5432 |  990715904
 lineitem   |  102191 | lineitem_102191 | distributed      |             2 | 10.0.1.23 |     5432 |  991297536
 lineitem   |  102192 | lineitem_102192 | distributed      |             2 | 10.0.1.24 |     5432 |  990699520
 lineitem   |  102193 | lineitem_102193 | distributed      |             2 | 10.0.1.25 |     5432 |  991305728
 lineitem   |  102194 | lineitem_102194 | distributed      |             2 | 10.0.1.26 |     5432 |  991928320
 lineitem   |  102195 | lineitem_102195 | distributed      |             2 | 10.0.1.27 |     5432 |  991313920
 lineitem   |  102196 | lineitem_102196 | distributed      |             2 | 10.0.1.28 |     5432 |  991354880
 lineitem   |  102197 | lineitem_102197 | distributed      |             2 | 10.0.1.29 |     5432 |  991936512
 lineitem   |  102198 | lineitem_102198 | distributed      |             2 | 10.0.1.30 |     5432 |  993116160
 lineitem   |  102199 | lineitem_102199 | distributed      |             2 | 10.0.1.31 |     5432 |  990691328
 lineitem   |  102200 | lineitem_102200 | distributed      |             2 | 10.0.1.32 |     5432 |  991354880
 lineitem   |  102201 | lineitem_102201 | distributed      |             2 | 10.0.1.33 |     5432 |  991354880
 nation     |  102009 | nation_102009   | reference        |             1 | 10.0.1.32 |     5432 |      24576
 nation     |  102009 | nation_102009   | reference        |             1 | 10.0.1.20 |     5432 |      24576
 nation     |  102009 | nation_102009   | reference        |             1 | 10.0.1.21 |     5432 |      24576
 nation     |  102009 | nation_102009   | reference        |             1 | 10.0.1.22 |     5432 |      24576
 nation     |  102009 | nation_102009   | reference        |             1 | 10.0.1.23 |     5432 |      24576
 nation     |  102009 | nation_102009   | reference        |             1 | 10.0.1.24 |     5432 |      24576
 nation     |  102009 | nation_102009   | reference        |             1 | 10.0.1.25 |     5432 |      24576
 nation     |  102009 | nation_102009   | reference        |             1 | 10.0.1.26 |     5432 |      24576
 nation     |  102009 | nation_102009   | reference        |             1 | 10.0.1.27 |     5432 |      24576
 nation     |  102009 | nation_102009   | reference        |             1 | 10.0.1.28 |     5432 |      24576
 nation     |  102009 | nation_102009   | reference        |             1 | 10.0.1.29 |     5432 |      24576
 nation     |  102009 | nation_102009   | reference        |             1 | 10.0.1.30 |     5432 |      24576
 nation     |  102009 | nation_102009   | reference        |             1 | 10.0.1.31 |     5432 |      24576
 nation     |  102009 | nation_102009   | reference        |             1 | 10.0.1.33 |     5432 |      24576
 nation     |  102009 | nation_102009   | reference        |             1 | 10.0.1.34 |     5432 |      24576
 nation     |  102009 | nation_102009   | reference        |             1 | 10.0.1.35 |     5432 |      24576
 nation     |  102009 | nation_102009   | reference        |             1 | 10.0.1.36 |     5432 |      24576
 nation     |  102009 | nation_102009   | reference        |             1 | 10.0.1.37 |     5432 |      24576
 nation     |  102009 | nation_102009   | reference        |             1 | 10.0.1.38 |     5432 |      24576
 nation     |  102009 | nation_102009   | reference        |             1 | 10.0.1.39 |     5432 |      24576
 orders     |  102138 | orders_102138   | distributed      |             2 | 10.0.1.21 |     5432 |  232570880
 orders     |  102139 | orders_102139   | distributed      |             2 | 10.0.1.22 |     5432 |  232570880
 orders     |  102140 | orders_102140   | distributed      |             2 | 10.0.1.23 |     5432 |  232570880
 orders     |  102141 | orders_102141   | distributed      |             2 | 10.0.1.24 |     5432 |  232546304
 orders     |  102142 | orders_102142   | distributed      |             2 | 10.0.1.25 |     5432 |  232538112
 orders     |  102143 | orders_102143   | distributed      |             2 | 10.0.1.26 |     5432 |  232570880
 orders     |  102144 | orders_102144   | distributed      |             2 | 10.0.1.27 |     5432 |  231981056
 orders     |  102145 | orders_102145   | distributed      |             2 | 10.0.1.28 |     5432 |  232570880
 orders     |  102146 | orders_102146   | distributed      |             2 | 10.0.1.29 |     5432 |  232538112
 orders     |  102147 | orders_102147   | distributed      |             2 | 10.0.1.30 |     5432 |  232570880
 orders     |  102148 | orders_102148   | distributed      |             2 | 10.0.1.31 |     5432 |  232570880
 orders     |  102149 | orders_102149   | distributed      |             2 | 10.0.1.32 |     5432 |  231997440
 orders     |  102150 | orders_102150   | distributed      |             2 | 10.0.1.33 |     5432 |  232595456
 orders     |  102151 | orders_102151   | distributed      |             2 | 10.0.1.34 |     5432 |  232538112
 orders     |  102152 | orders_102152   | distributed      |             2 | 10.0.1.35 |     5432 |  232546304
 orders     |  102153 | orders_102153   | distributed      |             2 | 10.0.1.36 |     5432 |  232570880
 orders     |  102154 | orders_102154   | distributed      |             2 | 10.0.1.37 |     5432 |  232587264
 orders     |  102155 | orders_102155   | distributed      |             2 | 10.0.1.38 |     5432 |  232554496
 orders     |  102156 | orders_102156   | distributed      |             2 | 10.0.1.39 |     5432 |  232538112
 orders     |  102157 | orders_102157   | distributed      |             2 | 10.0.1.21 |     5432 |  232562688
 orders     |  102158 | orders_102158   | distributed      |             2 | 10.0.1.22 |     5432 |  232538112
 orders     |  102159 | orders_102159   | distributed      |             2 | 10.0.1.23 |     5432 |  232570880
 orders     |  102160 | orders_102160   | distributed      |             2 | 10.0.1.24 |     5432 |  232546304
 orders     |  102161 | orders_102161   | distributed      |             2 | 10.0.1.25 |     5432 |  232570880
 orders     |  102162 | orders_102162   | distributed      |             2 | 10.0.1.26 |     5432 |  232570880
 orders     |  102163 | orders_102163   | distributed      |             2 | 10.0.1.27 |     5432 |  232570880
 orders     |  102164 | orders_102164   | distributed      |             2 | 10.0.1.28 |     5432 |  232554496
 orders     |  102165 | orders_102165   | distributed      |             2 | 10.0.1.29 |     5432 |  232562688
 orders     |  102166 | orders_102166   | distributed      |             2 | 10.0.1.30 |     5432 |  233136128
 orders     |  102167 | orders_102167   | distributed      |             2 | 10.0.1.31 |     5432 |  232529920
 orders     |  102168 | orders_102168   | distributed      |             2 | 10.0.1.32 |     5432 |  232562688
 orders     |  102169 | orders_102169   | distributed      |             2 | 10.0.1.33 |     5432 |  232570880
 part       |  102074 | part_102074     | distributed      |             2 | 10.0.1.21 |     5432 |   35880960
 part       |  102075 | part_102075     | distributed      |             2 | 10.0.1.22 |     5432 |   35880960
 part       |  102076 | part_102076     | distributed      |             2 | 10.0.1.23 |     5432 |   35889152
 part       |  102077 | part_102077     | distributed      |             2 | 10.0.1.24 |     5432 |   35889152
 part       |  102078 | part_102078     | distributed      |             2 | 10.0.1.25 |     5432 |   35905536
 part       |  102079 | part_102079     | distributed      |             2 | 10.0.1.26 |     5432 |   35889152
 part       |  102080 | part_102080     | distributed      |             2 | 10.0.1.27 |     5432 |   35864576
 part       |  102081 | part_102081     | distributed      |             2 | 10.0.1.28 |     5432 |   35897344
 part       |  102082 | part_102082     | distributed      |             2 | 10.0.1.29 |     5432 |   35880960
 part       |  102083 | part_102083     | distributed      |             2 | 10.0.1.30 |     5432 |   35880960
 part       |  102084 | part_102084     | distributed      |             2 | 10.0.1.31 |     5432 |   35856384
 part       |  102085 | part_102085     | distributed      |             2 | 10.0.1.32 |     5432 |   35889152
 part       |  102086 | part_102086     | distributed      |             2 | 10.0.1.33 |     5432 |   35905536
 part       |  102087 | part_102087     | distributed      |             2 | 10.0.1.34 |     5432 |   35880960
 part       |  102088 | part_102088     | distributed      |             2 | 10.0.1.35 |     5432 |   35872768
 part       |  102089 | part_102089     | distributed      |             2 | 10.0.1.36 |     5432 |   35897344
 part       |  102090 | part_102090     | distributed      |             2 | 10.0.1.37 |     5432 |   35880960
 part       |  102091 | part_102091     | distributed      |             2 | 10.0.1.38 |     5432 |   35897344
 part       |  102092 | part_102092     | distributed      |             2 | 10.0.1.39 |     5432 |   35889152
 part       |  102093 | part_102093     | distributed      |             2 | 10.0.1.21 |     5432 |   35897344
 part       |  102094 | part_102094     | distributed      |             2 | 10.0.1.22 |     5432 |   35880960
 part       |  102095 | part_102095     | distributed      |             2 | 10.0.1.23 |     5432 |   35897344
 part       |  102096 | part_102096     | distributed      |             2 | 10.0.1.24 |     5432 |   35880960
 part       |  102097 | part_102097     | distributed      |             2 | 10.0.1.25 |     5432 |   35880960
 part       |  102098 | part_102098     | distributed      |             2 | 10.0.1.26 |     5432 |   35872768
 part       |  102099 | part_102099     | distributed      |             2 | 10.0.1.27 |     5432 |   36429824
 part       |  102100 | part_102100     | distributed      |             2 | 10.0.1.28 |     5432 |   35897344
 part       |  102101 | part_102101     | distributed      |             2 | 10.0.1.29 |     5432 |   35880960
 part       |  102102 | part_102102     | distributed      |             2 | 10.0.1.30 |     5432 |   35889152
 part       |  102103 | part_102103     | distributed      |             2 | 10.0.1.31 |     5432 |   35880960
 part       |  102104 | part_102104     | distributed      |             2 | 10.0.1.32 |     5432 |   35897344
 part       |  102105 | part_102105     | distributed      |             2 | 10.0.1.33 |     5432 |   35880960
 partsupp   |  102106 | partsupp_102106 | distributed      |             2 | 10.0.1.21 |     5432 |  151437312
 partsupp   |  102107 | partsupp_102107 | distributed      |             2 | 10.0.1.22 |     5432 |  151420928
 partsupp   |  102108 | partsupp_102108 | distributed      |             2 | 10.0.1.23 |     5432 |  151969792
 partsupp   |  102109 | partsupp_102109 | distributed      |             2 | 10.0.1.24 |     5432 |  152010752
 partsupp   |  102110 | partsupp_102110 | distributed      |             2 | 10.0.1.25 |     5432 |  152051712
 partsupp   |  102111 | partsupp_102111 | distributed      |             2 | 10.0.1.26 |     5432 |  151994368
 partsupp   |  102112 | partsupp_102112 | distributed      |             2 | 10.0.1.27 |     5432 |  150814720
 partsupp   |  102113 | partsupp_102113 | distributed      |             2 | 10.0.1.28 |     5432 |  151994368
 partsupp   |  102114 | partsupp_102114 | distributed      |             2 | 10.0.1.29 |     5432 |  151429120
 partsupp   |  102115 | partsupp_102115 | distributed      |             2 | 10.0.1.30 |     5432 |  151404544
 partsupp   |  102116 | partsupp_102116 | distributed      |             2 | 10.0.1.31 |     5432 |  150822912
 partsupp   |  102117 | partsupp_102117 | distributed      |             2 | 10.0.1.32 |     5432 |  151437312
 partsupp   |  102118 | partsupp_102118 | distributed      |             2 | 10.0.1.33 |     5432 |  152567808
 partsupp   |  102119 | partsupp_102119 | distributed      |             2 | 10.0.1.34 |     5432 |  151445504
 partsupp   |  102120 | partsupp_102120 | distributed      |             2 | 10.0.1.35 |     5432 |  151429120
 partsupp   |  102121 | partsupp_102121 | distributed      |             2 | 10.0.1.36 |     5432 |  151994368
 partsupp   |  102122 | partsupp_102122 | distributed      |             2 | 10.0.1.37 |     5432 |  151396352
 partsupp   |  102123 | partsupp_102123 | distributed      |             2 | 10.0.1.38 |     5432 |  151986176
 partsupp   |  102124 | partsupp_102124 | distributed      |             2 | 10.0.1.39 |     5432 |  151445504
 partsupp   |  102125 | partsupp_102125 | distributed      |             2 | 10.0.1.21 |     5432 |  152018944
 partsupp   |  102126 | partsupp_102126 | distributed      |             2 | 10.0.1.22 |     5432 |  151429120
 partsupp   |  102127 | partsupp_102127 | distributed      |             2 | 10.0.1.23 |     5432 |  152043520
 partsupp   |  102128 | partsupp_102128 | distributed      |             2 | 10.0.1.24 |     5432 |  151420928
 partsupp   |  102129 | partsupp_102129 | distributed      |             2 | 10.0.1.25 |     5432 |  151445504
 partsupp   |  102130 | partsupp_102130 | distributed      |             2 | 10.0.1.26 |     5432 |  151388160
 partsupp   |  102131 | partsupp_102131 | distributed      |             2 | 10.0.1.27 |     5432 |  152608768
 partsupp   |  102132 | partsupp_102132 | distributed      |             2 | 10.0.1.28 |     5432 |  152027136
 partsupp   |  102133 | partsupp_102133 | distributed      |             2 | 10.0.1.29 |     5432 |  151412736
 partsupp   |  102134 | partsupp_102134 | distributed      |             2 | 10.0.1.30 |     5432 |  152018944
 partsupp   |  102135 | partsupp_102135 | distributed      |             2 | 10.0.1.31 |     5432 |  151420928
 partsupp   |  102136 | partsupp_102136 | distributed      |             2 | 10.0.1.32 |     5432 |  151994368
 partsupp   |  102137 | partsupp_102137 | distributed      |             2 | 10.0.1.33 |     5432 |  151412736
 region     |  102008 | region_102008   | reference        |             1 | 10.0.1.21 |     5432 |      24576
 region     |  102008 | region_102008   | reference        |             1 | 10.0.1.20 |     5432 |      24576
 region     |  102008 | region_102008   | reference        |             1 | 10.0.1.39 |     5432 |      24576
 region     |  102008 | region_102008   | reference        |             1 | 10.0.1.38 |     5432 |      24576
 region     |  102008 | region_102008   | reference        |             1 | 10.0.1.37 |     5432 |      24576
 region     |  102008 | region_102008   | reference        |             1 | 10.0.1.36 |     5432 |      24576
 region     |  102008 | region_102008   | reference        |             1 | 10.0.1.35 |     5432 |      24576
 region     |  102008 | region_102008   | reference        |             1 | 10.0.1.34 |     5432 |      24576
 region     |  102008 | region_102008   | reference        |             1 | 10.0.1.33 |     5432 |      24576
 region     |  102008 | region_102008   | reference        |             1 | 10.0.1.32 |     5432 |      24576
 region     |  102008 | region_102008   | reference        |             1 | 10.0.1.31 |     5432 |      24576
 region     |  102008 | region_102008   | reference        |             1 | 10.0.1.30 |     5432 |      24576
 region     |  102008 | region_102008   | reference        |             1 | 10.0.1.29 |     5432 |      24576
 region     |  102008 | region_102008   | reference        |             1 | 10.0.1.28 |     5432 |      24576
 region     |  102008 | region_102008   | reference        |             1 | 10.0.1.27 |     5432 |      24576
 region     |  102008 | region_102008   | reference        |             1 | 10.0.1.26 |     5432 |      24576
 region     |  102008 | region_102008   | reference        |             1 | 10.0.1.25 |     5432 |      24576
 region     |  102008 | region_102008   | reference        |             1 | 10.0.1.24 |     5432 |      24576
 region     |  102008 | region_102008   | reference        |             1 | 10.0.1.23 |     5432 |      24576
 region     |  102008 | region_102008   | reference        |             1 | 10.0.1.22 |     5432 |      24576
 supplier   |  102010 | supplier_102010 | distributed      |             2 | 10.0.1.21 |     5432 |    2064384
 supplier   |  102011 | supplier_102011 | distributed      |             2 | 10.0.1.22 |     5432 |    2064384
 supplier   |  102012 | supplier_102012 | distributed      |             2 | 10.0.1.23 |     5432 |    2064384
 supplier   |  102013 | supplier_102013 | distributed      |             2 | 10.0.1.24 |     5432 |    2064384
 supplier   |  102014 | supplier_102014 | distributed      |             2 | 10.0.1.25 |     5432 |    2064384
 supplier   |  102015 | supplier_102015 | distributed      |             2 | 10.0.1.26 |     5432 |    2064384
 supplier   |  102016 | supplier_102016 | distributed      |             2 | 10.0.1.27 |     5432 |    1957888
 supplier   |  102017 | supplier_102017 | distributed      |             2 | 10.0.1.28 |     5432 |    1957888
 supplier   |  102018 | supplier_102018 | distributed      |             2 | 10.0.1.29 |     5432 |    2064384
 supplier   |  102019 | supplier_102019 | distributed      |             2 | 10.0.1.30 |     5432 |    1957888
 supplier   |  102020 | supplier_102020 | distributed      |             2 | 10.0.1.31 |     5432 |    2064384
 supplier   |  102021 | supplier_102021 | distributed      |             2 | 10.0.1.32 |     5432 |    2064384
 supplier   |  102022 | supplier_102022 | distributed      |             2 | 10.0.1.33 |     5432 |    2064384
 supplier   |  102023 | supplier_102023 | distributed      |             2 | 10.0.1.34 |     5432 |    2064384
 supplier   |  102024 | supplier_102024 | distributed      |             2 | 10.0.1.35 |     5432 |    1949696
 supplier   |  102025 | supplier_102025 | distributed      |             2 | 10.0.1.36 |     5432 |    2064384
 supplier   |  102026 | supplier_102026 | distributed      |             2 | 10.0.1.37 |     5432 |    2064384
 supplier   |  102027 | supplier_102027 | distributed      |             2 | 10.0.1.38 |     5432 |    2064384
 supplier   |  102028 | supplier_102028 | distributed      |             2 | 10.0.1.39 |     5432 |    2064384
 supplier   |  102029 | supplier_102029 | distributed      |             2 | 10.0.1.21 |     5432 |    2064384
 supplier   |  102030 | supplier_102030 | distributed      |             2 | 10.0.1.22 |     5432 |    2064384
 supplier   |  102031 | supplier_102031 | distributed      |             2 | 10.0.1.23 |     5432 |    2064384
 supplier   |  102032 | supplier_102032 | distributed      |             2 | 10.0.1.24 |     5432 |    2064384
 supplier   |  102033 | supplier_102033 | distributed      |             2 | 10.0.1.25 |     5432 |    2064384
 supplier   |  102034 | supplier_102034 | distributed      |             2 | 10.0.1.26 |     5432 |    1908736
 supplier   |  102035 | supplier_102035 | distributed      |             2 | 10.0.1.27 |     5432 |    2064384
 supplier   |  102036 | supplier_102036 | distributed      |             2 | 10.0.1.28 |     5432 |    2064384
 supplier   |  102037 | supplier_102037 | distributed      |             2 | 10.0.1.29 |     5432 |    2064384
 supplier   |  102038 | supplier_102038 | distributed      |             2 | 10.0.1.30 |     5432 |    2064384
 supplier   |  102039 | supplier_102039 | distributed      |             2 | 10.0.1.31 |     5432 |    1949696
 supplier   |  102040 | supplier_102040 | distributed      |             2 | 10.0.1.32 |     5432 |    1957888
 supplier   |  102041 | supplier_102041 | distributed      |             2 | 10.0.1.33 |     5432 |    2064384
(232 rows)

